minority_percentage,limited_english,multi_unit_housing,mobile_homes,overcrowding_rank,no_vehicle_household,institutionalized_ranker,housing_and_transportation,social_vulnerability,number_of_deaths
0.5871,0.9004,0.2939,0.8309,0.9659,0.0497,0.7418,0.6921,0.6641,120.0
1.0,0.9997,0.213,0.3922,0.9933,0.8676,0.1662,0.5517,0.9803,599.0
0.6804,0.8755,0.4597,0.7899,0.8542,0.5495,0.8596,0.9392,0.8615,162.0
0.8902,0.8329,0.2833,0.3085,0.9395,0.0872,0.9093,0.497,0.8965,107.0
0.8867,0.9401,0.9577,0.0694,0.9124,0.263,0.2359,0.446,0.5406,20192.0
0.7526,0.7848,0.8586,0.2257,0.6383,0.4187,0.7997,0.7256,0.7151,1955.0
0.9258,0.9468,0.5575,0.5342,0.8822,0.2763,0.915,0.8319,0.8886,195.0
0.8981,0.9793,0.5014,0.7335,0.9771,0.263,0.1535,0.5498,0.8571,394.0
0.8513,0.8195,0.9303,0.2913,0.696,0.5339,0.823,0.8698,0.6262,1482.0
0.8848,0.9513,0.9927,0.1296,0.9077,0.4537,0.5244,0.7542,0.4419,8536.0
0.5804,0.6536,0.0901,0.9768,0.5944,0.4187,0.0755,0.3095,0.6794,388.0
0.5778,0.6323,0.205,0.872,0.8962,0.6154,0.958,0.9472,0.8348,398.0
0.5603,0.673,0.1993,0.859,0.9274,0.1624,0.3387,0.4744,0.5941,746.0
0.9245,0.9637,0.0669,0.5046,0.9414,0.7182,0.4508,0.5772,0.7093,44.0
0.9739,0.9615,0.2687,0.8039,0.9312,0.6807,0.46,0.8239,0.9322,333.0
0.9876,0.9927,0.5425,0.5737,0.9656,0.8376,0.7233,0.9624,0.9675,544.0
0.4986,0.73,0.1079,0.8542,0.6909,0.1624,0.3098,0.2951,0.5368,914.0
0.9023,0.8437,0.7555,0.4935,0.9265,0.5033,0.3534,0.767,0.7424,1143.0
0.8341,0.8239,0.9491,0.8074,0.6921,0.2496,0.9936,0.9691,0.6835,853.0
0.9175,0.9335,0.4266,0.8523,0.9567,0.2939,0.9436,0.9268,0.8943,527.0
0.921,0.9128,0.4167,0.7192,0.3251,0.6587,0.2104,0.3938,0.6046,192.0
0.7577,0.7864,0.7011,0.5963,0.7055,0.2206,0.8698,0.7956,0.653,447.0
0.9994,0.9975,0.8854,0.4518,0.9968,0.7049,0.2372,0.8704,0.9478,2182.0
0.9051,0.9166,0.6495,0.6068,0.8691,0.5033,0.2541,0.6928,0.8325,628.0
0.716,0.9067,0.0366,0.4279,0.9561,0.234,0.2426,0.2124,0.5883,90.0
0.7351,0.7867,0.8389,0.2076,0.7386,0.6154,0.9484,0.8927,0.7622,2018.0
0.8048,0.7755,0.6883,0.1751,0.8306,0.788,0.8045,0.8739,0.9013,225.0
0.9946,0.985,0.2044,0.4578,0.985,0.6807,0.9261,0.8634,0.9952,267.0
0.7934,0.8532,0.9344,0.1086,0.674,0.0462,0.1331,0.2114,0.1917,3875.0
0.8259,0.8259,0.1866,0.8902,0.8889,0.1519,0.2617,0.4193,0.4346,571.0
0.9414,0.9748,0.2082,0.5014,0.8042,0.6705,0.256,0.4476,0.7332,117.0
0.5985,0.8039,0.2006,0.9112,0.788,0.0974,0.4085,0.4304,0.5113,956.0
0.5209,0.6148,0.1862,0.7106,0.7953,0.0497,0.7042,0.4495,0.5823,827.0
0.9554,0.9936,0.2553,0.66,0.986,0.3986,0.0,0.3773,0.7125,90.0
0.5852,0.8055,0.2515,0.489,0.7746,0.3814,0.3894,0.3696,0.5899,342.0
0.9978,0.9984,0.0863,0.9752,0.9959,0.7182,0.0242,0.6476,0.9796,158.0
0.9981,0.9726,0.1878,0.7122,0.9554,0.9911,0.5253,0.8988,0.9987,169.0
0.4008,0.7615,0.2149,0.2869,0.9217,0.0497,0.2493,0.1522,0.2315,67.0
0.4279,0.5667,0.5769,0.1691,0.5228,0.1907,0.1063,0.0996,0.1923,518.0
0.5107,0.7542,0.8309,0.0888,0.7596,0.1907,0.6167,0.4737,0.3136,704.0
0.5256,0.4454,0.4862,0.5116,0.631,0.4537,0.6202,0.5896,0.6001,306.0
0.4954,0.5524,0.8074,0.113,0.6855,0.0974,0.0516,0.1598,0.0961,2257.0
0.4712,0.6855,0.106,0.7424,0.9061,0.0974,0.4476,0.3763,0.3623,226.0
0.3196,0.5393,0.0933,0.6905,0.6845,0.0704,0.0926,0.1232,0.212,148.0
0.3604,0.5008,0.4575,0.5202,0.5164,0.1404,0.8153,0.4514,0.4355,68.0
0.4155,0.0,0.7431,0.8848,0.6918,0.0318,0.2525,0.5361,0.3664,128.0
0.4492,0.7287,0.9039,0.3403,0.4998,0.2038,0.3486,0.375,0.4928,500.0
0.2754,0.476,0.1382,0.2763,0.936,0.1261,0.4069,0.2053,0.2722,104.0
0.3079,0.2442,0.1019,0.4865,0.5018,0.1261,0.2996,0.0895,0.1442,96.0
0.5097,0.8545,0.4276,0.3922,0.7717,0.1907,0.4046,0.3225,0.3467,139.0
0.1525,0.4429,0.0,0.0108,0.5279,0.0029,0.0,0.0016,0.0022,71.0
0.6714,0.8717,0.9586,0.0694,0.8656,0.4537,0.2025,0.5075,0.347,9728.0
0.908,0.9118,0.1636,0.7924,0.9669,0.4734,0.631,0.7625,0.921,200.0
0.4585,0.7157,0.6106,0.3518,0.9411,0.0372,0.9465,0.6956,0.581,271.0
0.2875,0.6059,0.4238,0.4015,0.6966,0.1519,0.4823,0.3098,0.3324,242.0
0.4916,0.8217,0.9796,0.057,0.5307,0.021,0.0624,0.1302,0.0694,235.0
0.5186,0.666,0.6361,0.326,0.6441,0.1754,0.0678,0.1907,0.2687,617.0
0.5431,0.6412,0.6517,0.5304,0.8953,0.1175,0.1687,0.4113,0.3193,377.0
0.5221,0.7619,0.872,0.0694,0.9099,0.0704,0.6205,0.5037,0.2891,3333.0
0.5116,0.8255,0.7584,0.0146,0.8329,0.021,0.0611,0.1433,0.1038,194.0
0.4826,0.702,0.6463,0.2652,0.9039,0.0872,0.3095,0.3359,0.4511,1530.0
0.6141,0.8297,0.8539,0.1391,0.7673,0.4734,0.2798,0.4897,0.4241,2496.0
0.2541,0.4686,0.5957,0.3862,0.3563,0.4358,0.8962,0.5705,0.1649,335.0
0.1624,0.0869,0.5282,0.2709,0.3677,0.6807,0.7641,0.5415,0.2916,530.0
0.135,0.2512,0.5193,0.482,0.5444,0.5193,0.7354,0.6479,0.3346,392.0
0.375,0.6549,0.9026,0.1659,0.39,0.7049,0.8545,0.758,0.156,1377.0
0.1067,0.5011,0.0739,0.4323,0.1086,0.3986,0.0404,0.0194,0.2919,108.0
0.1939,0.1738,0.6246,0.4368,0.538,0.5495,0.1617,0.3836,0.1353,582.0
0.248,0.3145,0.1312,0.5737,0.22,0.1175,0.0,0.0188,0.0073,92.0
0.1592,0.4101,0.5683,0.3824,0.6272,0.2763,0.6199,0.4655,0.149,266.0
0.1016,0.212,0.3502,0.489,0.4928,0.4734,0.6103,0.4362,0.1659,334.0
0.1111,0.2779,0.3407,0.482,0.3025,0.6587,0.6737,0.455,0.3859,399.0
0.1006,0.1897,0.7797,0.2455,0.8707,0.8071,0.7501,0.9214,0.3165,885.0
0.184,0.1748,0.7332,0.2257,0.17,0.6934,0.7529,0.5218,0.1277,654.0
0.2257,0.1942,0.7221,0.2709,0.4381,0.6807,0.7609,0.687,0.2935,601.0
0.1442,0.2875,0.6437,0.3442,0.3362,0.4877,0.4766,0.3712,0.1296,722.0
0.802,0.8669,0.4018,0.767,0.5766,0.8472,0.7081,0.8787,0.8319,600.0
0.6087,0.7555,0.9522,0.1815,0.0952,0.234,0.8953,0.4082,0.1328,846.0
0.2983,0.3407,0.6208,0.3518,0.2104,0.5495,0.4788,0.3352,0.3719,304.0
0.6749,0.1273,0.0446,0.8281,0.4457,0.0704,0.2047,0.1098,0.2085,246.0
0.6348,0.6243,0.1232,0.5304,0.5511,0.4734,0.7275,0.4308,0.4702,466.0
0.6215,0.2012,0.3209,0.7335,0.2623,0.4187,0.0446,0.1713,0.3811,243.0
0.781,0.8529,0.9994,0.0064,0.7319,0.9519,0.2989,0.7482,0.1226,1077.0
0.3091,0.2846,0.4508,0.4667,0.0592,0.1261,0.795,0.2136,0.1273,911.0
0.4072,0.3655,0.467,0.61,0.1019,0.234,0.07,0.0812,0.0888,1113.0
0.1786,0.1127,0.2092,0.8669,0.3136,0.3473,0.9621,0.588,0.2684,112.0
0.2496,0.3543,0.3926,0.4167,0.0586,0.1519,0.1203,0.028,0.0255,413.0
0.929,0.4903,0.1843,0.9004,0.4537,0.872,0.9538,0.8975,0.9042,332.0
0.1251,0.1633,0.3216,0.9656,0.0478,0.7587,0.7803,0.6886,0.7033,530.0
0.7994,0.3149,0.1181,0.936,0.3231,0.6587,0.9497,0.7472,0.7947,254.0
0.5657,0.3235,0.4094,0.6944,0.1445,0.234,0.1207,0.1127,0.2041,790.0
0.7727,0.3251,0.1334,0.4429,0.1248,0.5033,0.879,0.2783,0.4215,458.0
0.1337,0.5072,0.2063,0.8026,0.1318,0.4877,0.0554,0.1423,0.3757,484.0
0.928,0.106,0.1732,0.6622,0.2493,0.2763,0.0,0.0614,0.2607,147.0
0.7281,0.0876,0.1827,0.8434,0.0401,0.9093,0.2649,0.3489,0.7488,218.0
0.7759,0.7791,0.844,0.0509,0.235,0.0704,0.2295,0.0704,0.1652,3655.0
0.4276,0.3028,0.7278,0.0064,0.0443,0.4537,0.3569,0.1082,0.1143,192.0
0.6851,0.815,0.6753,0.113,0.7281,0.4187,0.6775,0.5419,0.4963,654.0
0.7806,0.0,0.0573,0.7424,0.2229,0.788,0.0398,0.1913,0.6374,130.0
0.007,0.1009,0.4721,0.971,0.2954,0.9376,0.6492,0.886,0.7272,335.0
0.7876,0.4502,0.4152,0.6351,0.3301,0.2038,0.6501,0.3451,0.6074,404.0
0.8558,0.3387,0.3779,0.6622,0.4623,0.3814,0.4429,0.3913,0.4113,178.0
0.8711,0.9421,0.985,0.0181,0.8067,0.234,0.1,0.3044,0.1643,6358.0
0.5533,0.6746,0.6864,0.057,0.1219,0.1076,0.0538,0.0185,0.0322,803.0
0.2248,0.5237,0.148,0.816,0.5524,0.1076,0.057,0.1417,0.2458,214.0
0.5893,0.0471,0.0,0.2964,0.3063,0.0497,0.7848,0.0735,0.0653,314.0
0.4384,0.3776,0.5374,0.7122,0.4906,0.2939,0.6444,0.5743,0.4228,860.0
0.4903,0.6804,0.5858,0.3337,0.6444,0.1404,0.3352,0.262,0.1754,966.0
0.142,0.3658,0.3381,0.6004,0.2716,0.5339,0.0977,0.1869,0.3079,329.0
0.4814,0.0627,0.3145,0.4578,0.0656,0.2496,0.0876,0.0312,0.0277,618.0
0.6074,0.3674,0.1589,0.2302,0.2283,0.0318,0.8357,0.0818,0.0446,288.0
0.2337,0.3572,0.2531,0.7864,0.063,0.6297,0.7278,0.4575,0.5845,261.0
0.5021,0.6714,0.4066,0.4518,0.3684,0.2038,0.1114,0.0949,0.27,207.0
0.9436,0.3244,0.6094,0.8921,0.304,0.8771,0.9914,0.9656,0.8443,236.0
0.8099,0.3699,0.418,0.7319,0.2722,0.8898,0.5521,0.681,0.7479,673.0
0.496,0.4499,0.6925,0.0672,0.0802,0.0551,0.4642,0.0608,0.0258,1166.0
0.8532,0.8083,0.9452,0.0181,0.3368,0.5033,0.0834,0.2073,0.2633,3561.0
0.6953,0.6718,0.5107,0.7574,0.5568,0.5801,0.2684,0.5715,0.8488,929.0
0.6918,0.2595,0.6813,0.5575,0.2171,0.2496,0.1003,0.1761,0.191,485.0
0.6272,0.5979,0.8494,0.1566,0.1258,0.1076,0.34,0.1041,0.0914,810.0
0.7412,0.6304,0.0439,0.6046,0.85,0.2206,0.0,0.1515,0.2681,150.0
0.6549,0.2394,0.425,0.3719,0.1391,0.1519,0.0595,0.0287,0.0423,285.0
0.6291,0.4607,0.1216,0.1691,0.2611,0.0372,0.0312,0.0035,0.0427,218.0
0.7125,0.099,0.389,0.2964,0.0462,0.7049,0.1627,0.1124,0.1197,197.0
0.2611,0.2929,0.2209,0.8138,0.4782,0.8195,0.851,0.8376,0.8195,475.0
0.8214,0.8758,0.9182,0.0181,0.3916,0.042,0.0395,0.0672,0.0863,1887.0
0.6081,0.5103,0.306,0.5699,0.5571,0.313,0.0322,0.17,0.3069,540.0
0.8103,0.5441,0.2916,0.8411,0.7832,0.766,0.8968,0.9529,0.9134,216.0
0.4804,0.3613,0.1296,0.1605,0.795,0.5339,0.4454,0.2703,0.2493,190.0
0.4642,0.1073,0.2566,0.3496,0.0,0.0974,0.2547,0.0134,0.0178,136.0
0.8061,0.1719,0.2681,0.8309,0.1554,0.774,0.7558,0.6364,0.6848,659.0
0.6055,0.1098,0.0312,0.4429,0.3145,0.6425,0.752,0.3219,0.2095,210.0
0.5065,0.5244,0.9628,0.4483,0.3722,0.3473,0.9242,0.7765,0.2544,847.0
0.5463,0.2528,0.6103,0.5304,0.4094,0.6587,0.0911,0.3776,0.3563,268.0
0.5747,0.0564,0.0,0.2499,0.3518,0.0261,0.6453,0.0452,0.006,271.0
0.8609,0.7421,0.6135,0.3671,0.1188,0.9507,0.6323,0.5775,0.7911,251.0
0.7014,0.1385,0.3483,0.3922,0.5326,0.2939,0.0,0.1006,0.1439,200.0
0.852,0.6905,0.6835,0.554,0.93,0.8676,0.9376,0.9949,0.9704,272.0
0.5807,0.6791,0.531,0.2795,0.7545,0.2206,0.3585,0.305,0.4126,541.0
0.178,0.2114,0.3126,0.5833,0.4238,0.1624,0.1012,0.106,0.425,405.0
0.3598,0.5966,0.1799,0.8949,0.3878,0.2206,0.3588,0.2636,0.5947,350.0
0.6504,0.4645,0.2776,0.8227,0.2935,0.4358,0.4056,0.3461,0.5384,1040.0
0.5113,0.1983,0.0907,0.1566,0.1636,0.0156,0.9258,0.0589,0.0118,281.0
0.7886,0.6829,0.873,0.6164,0.4594,0.8898,0.9831,0.9863,0.7982,324.0
0.8472,0.4741,0.5209,0.4056,0.2929,0.1519,0.9347,0.3814,0.3715,377.0
0.9064,0.9344,0.9239,0.0408,0.8249,0.0621,0.128,0.2375,0.2814,3250.0
0.3292,0.305,0.7265,0.5833,0.1111,0.6425,0.6613,0.6017,0.4368,668.0
0.7956,0.7192,0.6705,0.3779,0.4852,0.5985,0.9841,0.8099,0.6975,160.0
0.4419,0.5826,0.8927,0.093,0.1729,0.2763,0.5667,0.2455,0.1363,1246.0
0.2506,0.2668,0.3508,0.5164,0.1713,0.1076,0.1388,0.0468,0.0984,290.0
0.3613,0.8017,0.4909,0.4279,0.4562,0.4734,0.5377,0.4222,0.3432,836.0
0.0423,0.2089,0.2225,0.887,0.0844,0.6934,0.4343,0.3875,0.418,576.0
0.0344,0.2932,0.4104,0.88,0.3021,0.8322,0.689,0.8083,0.6488,452.0
0.3932,0.7838,0.7081,0.2018,0.5291,0.3814,0.184,0.2464,0.3158,573.0
0.191,0.3785,0.5536,0.8039,0.1974,0.8195,0.5549,0.7189,0.6527,684.0
0.8032,0.0497,0.0624,0.6377,0.4276,0.774,0.9026,0.6495,0.5756,282.0
0.6991,0.6998,0.7937,0.2404,0.3935,0.1076,0.0309,0.1,0.1732,1475.0
0.759,0.7007,0.7157,0.0888,0.1917,0.0318,0.6084,0.1258,0.1356,1193.0
0.8746,0.0,0.2108,0.7268,0.6024,0.6934,0.0,0.3448,0.384,119.0
0.9398,0.5692,0.2219,0.8787,0.0458,0.8848,0.999,0.7647,0.8507,214.0
0.2085,0.2601,0.3744,0.8711,0.156,0.7972,0.7249,0.7154,0.5801,942.0
0.4142,0.4011,0.5428,0.0605,0.3155,0.3814,0.5196,0.1796,0.234,601.0
0.1178,0.1652,0.5186,0.6558,0.0634,0.4877,0.6734,0.4269,0.3101,897.0
0.7701,0.6371,0.1697,0.3719,0.0372,0.4187,0.0805,0.0216,0.206,323.0
0.2977,0.3216,0.2846,0.9249,0.1356,0.9252,0.886,0.829,0.7937,814.0
0.2098,0.227,0.5435,0.7813,0.0688,0.8153,0.1398,0.4021,0.4279,572.0
0.6721,0.6963,0.8653,0.0369,0.1232,0.0497,0.355,0.0707,0.1054,514.0
0.8736,0.9366,0.999,0.0,0.8736,0.8898,0.1394,0.7033,0.1869,923.0
0.4129,0.1401,0.8784,0.063,0.1987,0.957,0.5874,0.5807,0.7552,379.0
0.7421,0.845,0.9761,0.0408,0.2518,0.9398,0.836,0.7724,0.3489,405.0
0.8182,0.4709,0.8144,0.093,0.2187,0.234,0.6625,0.2547,0.2448,2675.0
0.6351,0.731,0.7934,0.0064,0.4441,0.5985,0.1805,0.2553,0.5498,307.0
0.5511,0.0,0.2614,0.2257,0.3553,0.6807,0.3652,0.2085,0.4842,170.0
0.9131,0.4833,0.8972,0.1086,0.5581,0.9863,0.7402,0.8755,0.9551,948.0
0.9634,0.6982,0.7364,0.1493,0.8427,0.9895,0.7778,0.9331,0.9978,95.0
0.8166,0.951,0.9819,0.0,0.7561,0.3473,0.6014,0.582,0.2047,240.0
0.6772,0.759,0.9984,0.0146,0.6447,0.5801,0.0299,0.3585,0.1347,102.0
0.9417,0.0,0.7966,0.0,0.0369,0.9475,0.391,0.3168,0.6555,211.0
0.8064,0.7813,0.9949,0.0,0.4648,0.8848,0.9284,0.8688,0.5323,282.0
0.6517,0.8612,0.845,0.3779,0.6574,0.9869,0.8469,0.971,0.9777,205.0
0.9354,0.5575,0.9013,0.0369,0.921,0.7835,0.6991,0.8911,0.6823,1976.0
0.7163,0.9551,0.978,0.0312,0.9252,0.9093,0.9669,0.9857,0.7959,345.0
0.8838,0.6466,0.9099,0.0258,0.7896,0.9554,0.1907,0.6848,0.9296,541.0
0.78,0.6616,0.9612,0.0509,0.2677,0.9742,0.9637,0.8532,0.7007,974.0
0.9166,0.9717,0.9748,0.0509,0.9573,0.2496,0.0201,0.3528,0.4308,389.0
0.8994,0.4976,0.8991,0.0,0.2038,0.9803,0.6517,0.609,0.9185,387.0
0.9115,0.774,0.9602,0.0844,0.6953,0.8609,0.7978,0.9064,0.7568,2407.0
0.9144,0.6699,0.9596,0.0312,0.7026,0.9608,0.9366,0.9542,0.7705,3360.0
0.4543,0.6619,0.9083,0.6781,0.2531,0.9252,0.3314,0.7978,0.8513,82.0
0.9892,0.6667,0.9704,0.0462,0.7396,0.9901,0.6221,0.8981,0.9659,923.0
0.2811,0.3362,0.4881,0.0462,0.0328,0.0704,0.0388,0.0041,0.0041,150.0
0.9382,0.4416,0.8727,0.0258,0.5798,0.9376,0.6708,0.7911,0.7991,1717.0
0.5275,0.2585,0.9834,0.2114,0.0,0.872,0.9784,0.7727,0.4935,162.0
0.9351,0.8204,0.9831,0.0181,0.4658,0.985,0.8128,0.8669,0.7689,3122.0
0.8067,0.7635,0.95,0.0223,0.4394,0.964,0.5482,0.7157,0.8058,1891.0
0.4686,0.5205,0.9373,0.219,0.4279,0.5193,0.9198,0.7609,0.3658,448.0
0.547,0.4129,0.9115,0.0181,0.283,0.6425,0.83,0.5813,0.46,469.0
0.8832,0.3779,0.7791,0.1025,0.2292,0.5801,0.1293,0.1799,0.3266,1075.0
0.7816,0.6705,0.8946,0.0331,0.2773,0.1907,0.5871,0.2404,0.1926,4241.0
0.609,0.6969,0.8742,0.0968,0.5021,0.8376,0.1032,0.4358,0.6215,372.0
0.7233,0.937,0.928,0.0258,0.9118,0.9198,0.7338,0.9405,0.717,337.0
0.95,0.9949,0.6702,0.767,0.9936,0.2763,0.3362,0.7705,0.8981,176.0
0.3174,0.1882,0.6609,0.5498,0.5591,0.5645,0.1531,0.475,0.4502,317.0
0.6753,0.8854,0.8978,0.4518,0.8777,0.2939,0.1547,0.5731,0.525,1896.0
0.7103,0.9338,0.8615,0.489,0.8236,0.7475,0.4202,0.8914,0.7202,755.0
0.5193,0.5801,0.7482,0.5934,0.5508,0.6705,0.3945,0.7329,0.582,1127.0
0.5731,0.8344,0.8857,0.2114,0.759,0.2763,0.121,0.3534,0.3308,4567.0
0.4158,0.6988,0.1939,0.4779,0.7007,0.8322,0.5893,0.6431,0.5673,76.0
0.4995,0.7046,0.8405,0.5046,0.5747,0.7284,0.2248,0.6874,0.752,1683.0
0.7507,0.958,0.5969,0.7335,0.9682,0.2038,0.1194,0.5457,0.7459,360.0
0.6552,0.5294,0.2073,0.8637,0.5473,0.4734,0.6756,0.6259,0.7838,136.0
0.9249,0.9901,0.8239,0.5387,0.9876,0.3626,0.617,0.8886,0.8848,621.0
0.8494,0.9876,0.717,0.9144,0.965,0.4358,0.2012,0.858,0.9137,1017.0
0.5734,0.7902,0.7622,0.5202,0.7564,0.6425,0.7759,0.9226,0.8478,1306.0
0.5629,0.5374,0.5705,0.3862,0.377,0.2496,0.61,0.3266,0.2334,916.0
0.3989,0.4569,0.6078,0.5737,0.0917,0.2939,0.6316,0.3289,0.2127,444.0
0.788,0.9102,0.9908,0.0723,0.8064,0.8898,0.4419,0.8453,0.2818,16726.0
0.603,0.4349,0.8625,0.3973,0.5084,0.4537,0.6457,0.6835,0.3155,2912.0
0.4998,0.6479,0.88,0.3566,0.6784,0.4537,0.8437,0.8507,0.4362,412.0
0.5393,0.8462,0.4413,0.6418,0.9293,0.1404,0.2315,0.4212,0.5708,325.0
0.5014,0.788,0.738,0.7733,0.7313,0.5193,0.3556,0.8109,0.8115,1227.0
0.2945,0.3454,0.1102,0.7424,0.5285,0.0786,0.2404,0.1461,0.2286,151.0
0.5479,0.8176,0.3219,0.7574,0.7023,0.1907,0.4569,0.4419,0.6632,958.0
0.7386,0.9236,0.4479,0.7558,0.8972,0.2939,0.6272,0.7599,0.9077,623.0
0.531,0.8223,0.7106,0.7924,0.0573,0.5985,0.2763,0.4444,0.6562,446.0
0.3916,0.3607,0.4626,0.7389,0.7924,0.4358,0.15,0.5256,0.6348,227.0
0.7154,0.8138,0.9175,0.2795,0.7157,0.4877,0.533,0.723,0.5253,9856.0
0.3884,0.6266,0.4183,0.2346,0.8332,0.2496,0.2633,0.2448,0.1092,164.0
0.6367,0.8857,0.8297,0.3566,0.9424,0.313,0.3578,0.6472,0.5826,1427.0
0.4101,0.6301,0.3954,0.8243,0.4957,0.5033,0.05,0.3588,0.2798,144.0
0.6784,0.8631,0.9472,0.2404,0.7705,0.3473,0.3021,0.5384,0.2961,7592.0
0.4728,0.6734,0.9478,0.2499,0.4397,0.7284,0.7058,0.7854,0.4903,6228.0
0.4371,0.304,0.4932,0.8138,0.7367,0.234,0.0917,0.4148,0.5256,664.0
0.6259,0.7265,0.8459,0.4429,0.5212,0.3814,0.3375,0.4976,0.3435,2994.0
0.6708,0.8959,0.8596,0.4015,0.7762,0.7972,0.921,0.9764,0.7358,654.0
0.5718,0.8001,0.9341,0.3629,0.6705,0.7182,0.6253,0.8835,0.4865,2088.0
0.5769,0.6991,0.9771,0.3037,0.1869,0.774,0.9663,0.8485,0.4514,312.0
0.9099,0.9787,0.7781,0.5202,0.9787,0.4187,0.3633,0.7794,0.9261,2909.0
0.0955,0.1372,0.5049,0.6622,0.0993,0.9198,0.6985,0.6937,0.6613,283.0
0.4855,0.4368,0.617,0.5833,0.7307,0.3298,0.0649,0.3906,0.453,1837.0
0.0086,0.1137,0.3601,0.9736,0.447,0.9621,0.0519,0.6434,0.6979,559.0
0.0255,0.0656,0.2216,0.8637,0.3394,0.9023,0.5944,0.7135,0.6103,300.0
0.0917,0.0608,0.6272,0.2652,0.3206,0.9163,0.7698,0.7017,0.2674,390.0
0.3543,0.3938,0.8921,0.3824,0.1735,0.9701,0.7635,0.8367,0.6313,2066.0
0.0194,0.2003,0.1057,0.872,0.0245,0.8472,0.0274,0.2022,0.4753,121.0
0.0089,0.1449,0.4225,0.9462,0.1821,0.8424,0.0946,0.4756,0.6851,192.0
0.1035,0.3037,0.1875,0.7829,0.149,0.5495,0.8886,0.5126,0.4161,126.0
0.2767,0.2518,0.5167,0.61,0.4241,0.8071,0.7577,0.8096,0.7717,1020.0
0.5244,0.7116,0.2843,0.8567,0.1067,0.774,0.985,0.7536,0.7539,120.0
0.043,0.3467,0.2334,0.7147,0.1175,0.7587,0.1897,0.2499,0.3305,183.0
0.2391,0.2945,0.284,0.6845,0.4059,0.6587,0.4855,0.4922,0.5482,669.0
0.0815,0.1999,0.2859,0.6979,0.4378,0.788,0.5833,0.6422,0.588,418.0
0.1993,0.3932,0.6565,0.3518,0.1124,0.7835,0.1044,0.2474,0.3333,595.0
0.3359,0.766,0.1439,0.7619,0.4142,0.8376,0.0592,0.3375,0.5807,208.0
0.1783,0.1398,0.6074,0.4429,0.3976,0.8472,0.2582,0.5094,0.4008,1228.0
0.0213,0.0649,0.1404,0.7335,0.5142,0.8322,0.0627,0.3668,0.2808,482.0
0.5075,0.4413,0.5737,0.3629,0.3785,0.1261,0.623,0.2703,0.2385,815.0
0.4161,0.1993,0.78,0.5046,0.192,0.8848,0.4499,0.653,0.4756,3810.0
0.0481,0.2315,0.6972,0.7074,0.3875,0.7284,0.4053,0.717,0.6049,358.0
0.006,0.0987,0.1722,0.9274,0.2681,0.9064,0.0255,0.377,0.533,480.0
0.0853,0.1598,0.2996,0.8434,0.1783,0.9411,0.4222,0.5804,0.6447,994.0
0.3996,0.4244,0.2436,0.9086,0.609,0.9742,0.8863,0.958,0.9389,606.0
0.2636,0.2671,0.5253,0.4667,0.3499,0.6297,0.5782,0.5072,0.3464,934.0
0.0382,0.1461,0.2569,0.4976,0.1242,0.766,0.29,0.2219,0.1882,517.0
0.0395,0.1442,0.0828,0.8618,0.3486,0.8816,0.589,0.624,0.6106,553.0
0.3499,0.5024,0.6485,0.7864,0.0729,0.8609,0.4744,0.6695,0.7631,1386.0
0.1999,0.3677,0.4483,0.5833,0.2509,0.9277,0.6654,0.6893,0.6246,462.0
0.084,0.0828,0.5377,0.9599,0.2423,0.9411,0.0328,0.5966,0.7128,643.0
0.4021,0.391,0.9459,0.5259,0.7771,0.766,0.8631,0.9908,0.3556,989.0
0.057,0.0,0.0595,0.816,0.3349,0.4877,0.1423,0.1862,0.4381,217.0
0.0974,0.2639,0.128,0.61,0.6195,0.4537,0.0856,0.2117,0.2789,353.0
0.021,0.0691,0.4419,0.9188,0.5352,0.8322,0.0589,0.6387,0.446,507.0
0.2808,0.135,0.8755,0.2455,0.276,0.9653,0.8348,0.8434,0.3738,744.0
0.1595,0.1369,0.0,0.7647,0.2652,0.5645,0.5259,0.2923,0.3445,114.0
0.0723,0.1649,0.3391,0.8125,0.0735,0.2496,0.8949,0.4155,0.4238,132.0
0.106,0.0,0.9647,0.6418,0.0614,0.6934,0.7208,0.7889,0.4877,150.0
0.2818,0.567,0.1449,0.681,0.12,0.5801,0.8918,0.4368,0.4947,525.0
0.1156,0.0726,0.5075,0.6558,0.0764,0.1404,0.0443,0.0688,0.0372,871.0
0.4374,0.5858,0.5358,0.6558,0.2948,0.8609,0.7797,0.816,0.7749,1663.0
0.0748,0.0844,0.6192,0.681,0.1461,0.8946,0.8908,0.8577,0.5476,499.0
0.0108,0.0901,0.1028,0.7771,0.1359,0.5801,0.0726,0.1388,0.389,178.0
0.029,0.0653,0.2315,0.7771,0.2184,0.8071,0.0783,0.2894,0.5508,349.0
0.3104,0.2789,0.2401,0.7246,0.4947,0.774,0.9035,0.8211,0.7794,297.0
0.0675,0.1945,0.51,0.554,0.0981,0.6705,0.6234,0.454,0.4464,296.0
0.0127,0.0,0.5976,0.3719,0.0856,0.788,0.603,0.4492,0.3238,111.0
0.0067,0.0825,0.2477,0.6705,0.369,0.788,0.1509,0.3407,0.369,169.0
0.0643,0.0,0.517,0.7424,0.0579,0.6425,0.8109,0.6281,0.4578,396.0
0.0153,0.1789,0.5011,0.8434,0.1538,0.9252,0.0385,0.4581,0.6402,814.0
0.0006,0.0,0.4753,0.8481,0.0882,0.9653,0.0681,0.4489,0.7163,199.0
