minority_percentage,limited_english,multi_unit_housing,mobile_homes,overcrowding_rank,no_vehicle_household,institutionalized_ranker,housing_and_transportation,social_vulnerability,number_of_deaths
0.3731,0.2954,0.2709,0.3973,0.5782,0.0497,0.0716,0.0627,0.0484,309.0
0.4097,0.4804,0.3352,0.3779,0.5823,0.2763,0.8322,0.4295,0.2748,66.0
0.7354,0.8787,0.823,0.3403,0.7571,0.2206,0.5708,0.595,0.4814,2705.0
0.6186,0.9386,0.6195,0.4709,0.7647,0.2496,0.2184,0.3887,0.4546,94.0
0.7733,0.9303,0.9325,0.0146,0.6874,0.774,0.504,0.7087,0.4336,7104.0
0.7768,0.8898,0.9456,0.0181,0.4989,0.9252,0.6699,0.7787,0.5259,9214.0
0.3629,0.6689,0.7122,0.0146,0.1563,0.4537,0.4323,0.1665,0.0818,2066.0
0.4944,0.6492,0.865,0.0408,0.1328,0.4187,0.7303,0.3231,0.0936,1787.0
0.758,0.8593,0.9398,0.0223,0.4429,0.9411,0.71,0.7778,0.5075,9163.0
0.6243,0.7593,0.859,0.0888,0.2958,0.6154,0.7931,0.5619,0.3496,3075.0
0.4661,0.489,0.8268,0.0369,0.1509,0.2206,0.9389,0.3181,0.0675,1328.0
0.5145,0.8214,0.6832,0.1086,0.4486,0.5985,0.7927,0.5514,0.4457,1426.0
0.7762,0.6215,0.8147,0.5667,0.546,0.5801,0.6791,0.8395,0.6985,2425.0
0.815,0.7953,0.9338,0.0888,0.3356,0.7049,0.6826,0.6138,0.391,6824.0
0.6428,0.8157,0.7342,0.7147,0.5616,0.2206,0.3044,0.4992,0.4874,3425.0
0.9494,0.8026,0.9987,0.0,0.8443,0.9962,0.8523,0.9688,0.5918,8387.0
0.7861,0.6164,0.9755,0.3922,0.4454,0.8071,0.8641,0.93,0.4871,2811.0
0.5412,0.4444,0.1003,0.9943,0.774,0.0786,0.9249,0.6858,0.7023,474.0
0.6039,0.6262,0.979,0.5934,0.5154,0.5495,0.312,0.7272,0.6027,3152.0
0.6437,0.3547,0.5365,0.9484,0.5132,0.8472,0.9548,0.9844,0.9089,501.0
0.6329,0.696,0.922,0.3566,0.3263,0.4734,0.2006,0.3649,0.4266,9617.0
0.937,0.9526,0.9955,0.1025,0.866,0.7284,0.1286,0.6593,0.5985,19997.0
0.6125,0.6673,0.0328,0.9844,0.808,0.7587,0.9659,0.9481,0.9179,327.0
0.4973,0.6975,0.8717,0.4935,0.2795,0.313,0.5425,0.4833,0.4817,2932.0
0.3941,0.5154,0.4053,0.8434,0.483,0.4734,0.4152,0.5441,0.6087,3257.0
0.6425,0.7151,0.6676,0.5737,0.5807,0.0872,0.0735,0.2407,0.3559,2749.0
0.7641,0.9704,0.993,0.2455,0.8685,0.4187,0.2413,0.6256,0.4811,3326.0
0.6632,0.3782,0.561,0.9745,0.8351,0.5193,0.8809,0.978,0.859,1330.0
0.8516,0.978,0.3518,0.9522,0.9694,0.7182,0.9405,0.994,0.9901,538.0
0.4871,0.199,0.149,0.9984,0.8415,0.7475,0.9271,0.964,0.8453,386.0
0.8564,0.8013,0.9707,0.1964,0.567,0.8071,0.5546,0.7975,0.6708,13806.0
0.7517,0.5766,0.8997,0.326,0.2044,0.5339,0.8564,0.659,0.4906,5168.0
0.6409,0.7806,0.8453,0.2114,0.4304,0.1754,0.0452,0.1487,0.3352,1620.0
0.5954,0.611,0.1203,0.7899,0.8462,0.5495,0.9733,0.8723,0.815,196.0
0.9592,0.8106,0.1283,0.9188,0.9175,0.9312,0.9089,0.985,0.9876,784.0
0.433,0.5871,0.0334,0.9981,0.4887,0.3814,0.8924,0.6428,0.7746,284.0
0.8001,0.9013,0.1251,0.999,0.7179,0.4877,0.9341,0.8663,0.9538,194.0
0.6546,0.4814,0.2264,0.7743,0.2783,0.3298,0.9701,0.524,0.6651,294.0
0.8561,0.7685,0.0392,0.993,0.802,0.9252,0.9885,0.9755,0.9844,256.0
0.8953,0.972,0.5807,0.936,0.9745,0.7049,0.9042,0.9978,0.9949,333.0
0.9573,0.9924,0.219,0.9898,0.964,0.8816,0.8236,0.9904,0.9955,514.0
0.5721,0.7071,0.4011,0.7026,0.4288,0.263,0.2238,0.2531,0.6157,3305.0
0.71,0.9156,0.5486,0.8812,0.6609,0.5801,0.4502,0.8131,0.8516,1874.0
0.8781,0.9309,0.9675,0.3403,0.8297,0.6807,0.3855,0.8469,0.6905,15716.0
0.4308,0.361,0.078,0.9433,0.5667,0.6705,0.9277,0.8392,0.8727,422.0
0.6269,0.8004,0.9538,0.3442,0.4187,0.4187,0.1945,0.3932,0.4769,2084.0
0.7447,0.6702,0.2458,0.9411,0.645,0.872,0.9752,0.9666,0.9672,960.0
0.8265,0.5078,0.0462,0.9647,0.2808,0.5985,0.9793,0.6839,0.7558,269.0
0.7049,0.9099,0.4744,0.9898,0.8994,0.6297,0.9822,0.9952,0.9449,134.0
0.6807,0.7453,0.7695,0.7743,0.6606,0.4358,0.2423,0.6925,0.6517,5040.0
0.7061,0.9265,0.9564,0.4779,0.6746,0.3626,0.3645,0.6657,0.6364,9014.0
0.8329,0.5224,0.9717,0.3671,0.6246,0.5985,0.8007,0.8965,0.5037,2798.0
0.5654,0.6638,0.2162,0.9987,0.6899,0.6154,0.2486,0.6269,0.8497,844.0
0.6562,0.8405,0.0436,0.9959,0.8281,0.4358,0.9809,0.873,0.8698,120.0
0.859,0.5435,0.2703,0.9822,0.8911,0.9163,0.944,0.9962,0.978,327.0
0.6775,0.852,0.9306,0.6845,0.6667,0.3986,0.2528,0.7224,0.5546,5151.0
0.6788,0.6648,0.518,0.816,0.4253,0.4187,0.6262,0.6498,0.765,6598.0
0.581,0.8602,0.9529,0.4518,0.4734,0.2939,0.5954,0.6262,0.4416,1995.0
0.9901,0.9971,0.9978,0.0462,0.9538,0.9277,0.4585,0.9023,0.8344,24185.0
0.7167,0.9134,0.9185,0.6164,0.8001,0.7475,0.6765,0.9771,0.4728,1189.0
0.4266,0.3477,0.7988,0.7708,0.2541,0.263,0.1455,0.3438,0.3286,1375.0
0.6418,0.7326,0.957,0.2824,0.4721,0.313,0.6593,0.5791,0.3528,2666.0
0.7692,0.9392,0.2359,0.9892,0.9376,0.2038,0.9039,0.8682,0.9698,761.0
0.9198,0.9379,0.9822,0.1691,0.7625,0.5985,0.6097,0.8147,0.6909,12481.0
0.9516,0.9701,0.9497,0.3922,0.8274,0.4734,0.0882,0.6062,0.8551,3657.0
0.8386,0.9433,0.9892,0.113,0.7848,0.6154,0.3152,0.6571,0.5718,15549.0
0.6113,0.7711,0.7819,0.7574,0.4884,0.5033,0.3604,0.6975,0.6367,8580.0
0.6393,0.809,0.9879,0.4279,0.3932,0.8195,0.4626,0.7947,0.5174,15198.0
0.7918,0.9026,0.7198,0.8192,0.8402,0.5985,0.5457,0.9421,0.9277,9876.0
0.6816,0.7545,0.4562,0.992,0.5721,0.766,0.5412,0.8867,0.9516,1634.0
0.5084,0.4613,0.8898,0.3496,0.157,0.1404,0.2216,0.1621,0.0882,2553.0
0.8144,0.8933,0.9268,0.3719,0.6151,0.5193,0.1719,0.5365,0.7676,4303.0
0.5269,0.4635,0.6278,0.5259,0.5699,0.1404,0.7383,0.5349,0.341,2305.0
0.5167,0.7647,0.9653,0.4228,0.2267,0.3986,0.327,0.3986,0.2827,5522.0
0.7746,0.8074,0.9519,0.1086,0.2897,0.1404,0.1254,0.1181,0.1786,4689.0
0.497,0.6024,0.2904,0.6558,0.1273,0.1261,0.907,0.2878,0.2881,1992.0
0.6355,0.7947,0.3785,0.9997,0.745,0.5801,0.7316,0.9175,0.9643,841.0
0.6756,0.5839,0.2668,0.9656,0.6826,0.5801,0.979,0.9274,0.843,444.0
0.6985,0.3906,0.4317,0.9952,0.6371,0.6587,0.9971,0.9717,0.8921,520.0
0.6578,0.703,0.9433,0.4056,0.3005,0.5801,0.496,0.6024,0.5896,9630.0
0.5861,0.4085,0.1649,0.9529,0.6164,0.2038,0.9478,0.6947,0.5591,481.0
0.5024,0.6928,0.9768,0.5893,0.9013,0.4537,0.7093,0.9596,0.6934,1004.0
0.6062,0.4925,0.2429,0.9885,0.4642,0.5193,0.937,0.8271,0.8287,524.0
0.7011,0.738,0.0611,0.9825,0.8048,0.766,0.659,0.8695,0.9433,329.0
0.8437,0.9542,0.2722,0.9962,0.5419,0.7972,0.0458,0.5632,0.8844,144.0
0.6527,0.7558,0.1012,0.9768,0.6348,0.3986,0.8259,0.7246,0.8389,239.0
0.8656,0.425,0.7533,0.7924,0.4034,0.774,0.9137,0.9608,0.8418,748.0
0.4069,0.8052,0.0723,0.951,0.6867,0.2763,0.0,0.2416,0.6635,303.0
0.6571,0.8166,0.2308,0.4323,0.5861,0.1261,0.0306,0.0665,0.5068,1091.0
0.5883,0.7628,0.6549,0.5893,0.7456,0.234,0.1152,0.398,0.6164,1501.0
0.8395,0.4327,0.4416,0.8739,0.084,0.9885,0.4616,0.6734,0.9265,330.0
0.5358,0.603,0.1114,0.9717,0.234,0.8898,0.1442,0.4056,0.8103,391.0
0.9347,0.5199,0.8905,0.113,0.5552,0.957,0.7689,0.8733,0.9172,2701.0
0.7084,0.269,0.362,0.8281,0.2375,0.7049,0.9551,0.7924,0.773,214.0
0.2658,0.191,0.1152,0.9994,0.6628,0.1624,0.0357,0.2362,0.61,391.0
0.8351,0.6807,0.1347,0.9436,0.9128,0.7049,0.0379,0.6078,0.8978,281.0
0.6457,0.6052,0.4323,0.6208,0.4069,0.2206,0.0248,0.148,0.3403,481.0
0.7647,0.4779,0.8723,0.7335,0.4756,0.5033,0.9204,0.937,0.7908,909.0
0.8972,0.5014,0.0423,0.9656,0.6835,0.6807,0.1748,0.5059,0.8742,419.0
0.7342,0.4537,0.2926,0.4709,0.5556,0.5801,0.9424,0.6676,0.7415,485.0
0.9612,0.3996,0.4015,0.8949,0.049,0.8609,0.9952,0.8456,0.9074,117.0
0.695,0.454,0.7112,0.5642,0.4518,0.3986,0.6848,0.6523,0.554,645.0
0.7829,0.6721,0.1188,0.9793,0.8949,0.6807,0.6043,0.8717,0.9707,235.0
0.687,0.6683,0.7065,0.5164,0.5989,0.5339,0.6969,0.7755,0.851,1826.0
0.3072,0.4269,0.3792,0.5387,0.3343,0.1404,0.1162,0.0872,0.2534,1002.0
0.7883,0.8583,0.0981,0.994,0.0302,0.7972,0.9226,0.6683,0.7775,191.0
0.8857,0.709,0.9045,0.192,0.5234,0.7972,0.7784,0.8424,0.6858,3789.0
0.8071,0.7364,0.3196,0.6905,0.7093,0.5495,0.9946,0.866,0.7752,77.0
0.5298,0.6826,0.304,0.7988,0.9723,0.5193,0.8828,0.9277,0.9284,561.0
0.5705,0.8287,0.8042,0.1691,0.5762,0.1076,0.0659,0.1528,0.1703,2368.0
0.8478,0.8615,0.9793,0.192,0.6361,0.8195,0.9124,0.9456,0.7545,1189.0
0.994,0.929,0.921,0.1184,0.8679,0.7049,0.3906,0.7529,0.9198,3436.0
0.7402,0.6527,0.0961,0.9389,0.2923,0.9341,0.8535,0.8093,0.9755,155.0
0.8615,0.8892,0.9561,0.0509,0.4651,0.1754,0.3053,0.2283,0.305,6495.0
0.8176,0.7631,0.1512,0.9752,0.6234,0.8424,0.9214,0.9395,0.9475,742.0
0.8389,0.9599,0.5415,0.9389,0.9226,0.9163,0.5132,0.9869,0.9889,811.0
0.6934,0.7256,0.5944,0.3295,0.2302,0.0551,0.0331,0.0404,0.1528,1385.0
0.7523,0.5976,0.0729,0.9698,0.489,0.7972,0.1496,0.4674,0.8217,304.0
0.6832,0.744,0.7609,0.1493,0.4559,0.1754,0.0325,0.1022,0.2671,1658.0
0.6565,0.0557,0.1471,0.9793,0.6734,0.4537,0.3397,0.5314,0.6472,224.0
0.8803,0.5864,0.4187,0.8669,0.816,0.9507,0.4846,0.9446,0.9831,415.0
0.213,0.2693,0.2652,0.8281,0.6498,0.3986,0.901,0.7701,0.4581,272.0
0.256,0.4123,0.1818,0.4709,0.2601,0.0786,0.093,0.0223,0.1235,377.0
0.8784,0.3652,0.3553,0.7956,0.9691,0.9341,0.7982,0.9889,0.9615,535.0
0.9701,0.9195,0.9854,0.0181,0.7163,0.8472,0.4635,0.7657,0.6982,7541.0
0.7498,0.5782,0.2748,0.9322,0.7695,0.8946,0.93,0.9847,0.9535,378.0
0.9204,0.7052,0.1643,0.9312,0.8921,0.7389,0.9487,0.9659,0.9529,212.0
0.9758,0.3935,0.6418,0.219,0.7606,0.964,0.7962,0.9019,0.9414,1576.0
0.9121,0.7536,0.8793,0.1815,0.5215,0.1624,0.1328,0.2025,0.5419,1724.0
0.9004,0.0,0.0885,0.9188,0.9513,0.9023,0.3346,0.8421,0.916,215.0
0.7736,0.9771,0.6749,0.9949,0.928,0.0551,0.0,0.5626,0.8914,41.0
0.5766,0.3948,0.3524,0.8281,0.6995,0.0551,0.0471,0.2394,0.3314,840.0
0.7685,0.716,0.3165,0.9112,0.4333,0.7587,0.2601,0.5759,0.8376,385.0
0.8115,0.7297,0.1197,0.8863,0.8618,0.9198,0.7128,0.9357,0.9892,503.0
0.8383,0.844,0.3015,0.9675,0.7622,0.766,0.7905,0.9535,0.9729,164.0
0.1175,0.6094,0.1968,0.5014,0.2607,0.263,0.0987,0.0522,0.3725,484.0
0.7549,0.6539,0.6995,0.1025,0.291,0.0551,0.049,0.035,0.0805,1062.0
0.6855,0.8379,0.7504,0.4228,0.6533,0.774,0.7733,0.9,0.8851,1629.0
0.6256,0.8313,0.4355,0.2076,0.1302,0.0261,0.0277,0.0092,0.0353,1489.0
0.5049,0.6851,0.2604,0.9411,0.419,0.7389,0.6689,0.7635,0.879,456.0
0.9325,0.7997,0.9946,0.0223,0.4817,0.9411,0.7182,0.8294,0.561,10496.0
0.4629,0.865,0.2286,0.7899,0.5406,0.263,0.1366,0.2324,0.6008,524.0
0.4247,0.2935,0.1484,0.985,0.8905,0.2763,0.6727,0.7408,0.5702,70.0
0.7657,0.7606,0.8669,0.5116,0.6033,0.7182,0.4082,0.8045,0.7851,1336.0
0.5925,0.9179,0.7147,0.6622,0.758,0.3814,0.1904,0.5925,0.8781,910.0
0.8192,0.8727,0.2853,0.9226,0.5642,0.8274,0.0812,0.5766,0.9599,441.0
0.8465,0.8389,0.3938,0.7192,0.3152,0.7972,0.2416,0.4607,0.6431,295.0
0.9322,0.9564,0.9023,0.0605,0.7364,0.1076,0.0551,0.1961,0.4518,6858.0
0.6017,0.8965,0.3661,0.7558,0.8567,0.3986,0.8625,0.8606,0.8357,635.0
0.7899,0.9669,0.8325,0.4865,0.9392,0.3986,0.1882,0.6714,0.7351,2157.0
0.9796,0.4021,0.5323,0.9917,0.077,0.8848,0.9866,0.9265,0.8812,167.0
0.3289,0.2439,0.2455,0.7504,0.3133,0.3626,0.2741,0.2254,0.6619,602.0
0.61,0.3098,0.3047,0.3671,0.15,0.1404,0.362,0.0532,0.1627,413.0
0.6342,0.6186,0.1465,0.8618,0.4629,0.313,0.7135,0.482,0.7498,381.0
0.4877,0.1254,0.1528,0.9599,0.8475,0.3298,0.2592,0.5068,0.689,245.0
0.8918,0.7011,0.8243,0.134,0.2751,0.0704,0.0411,0.057,0.3613,2608.0
0.8268,0.6816,0.6383,0.3719,0.7829,0.234,0.1859,0.3362,0.5734,1891.0
0.7208,0.3696,0.1356,0.921,0.0946,0.774,0.8058,0.6059,0.8153,177.0
0.533,0.7937,0.4097,0.6845,0.3524,0.2939,0.2108,0.228,0.4292,950.0
0.6641,0.5651,0.0458,0.8542,0.8418,0.7587,0.0796,0.5263,0.7867,234.0
0.6829,0.8434,0.0821,0.9564,0.9335,0.7182,0.1086,0.6469,0.8666,287.0
0.9242,0.2725,0.1235,0.9032,0.4839,0.986,0.7243,0.8535,0.9685,347.0
0.8134,0.6269,0.0,0.9389,0.9354,0.9653,0.1213,0.7348,0.8691,156.0
0.7873,0.0484,0.3308,0.8962,0.7167,0.9312,0.611,0.9309,0.8733,169.0
0.6762,0.0707,0.163,0.7924,0.1429,0.1624,0.1621,0.0684,0.29,416.0
0.7542,0.1245,0.2356,0.7074,0.1223,0.6154,0.8765,0.5123,0.6192,352.0
0.7144,0.426,0.2808,0.9344,0.3655,0.9064,0.66,0.8252,0.9481,162.0
0.8198,0.4177,0.178,0.8972,0.4492,0.774,0.5791,0.6899,0.802,882.0
0.6648,0.5613,0.3486,0.6004,0.1627,0.0786,0.7663,0.2305,0.3018,386.0
0.9265,0.6835,0.6447,0.6663,0.3992,0.4877,0.6963,0.6988,0.8106,750.0
0.7501,0.2795,0.0417,0.9809,0.497,0.8424,0.226,0.5298,0.6988,146.0
0.8169,0.7141,0.2146,0.9968,0.7351,0.313,0.1102,0.4152,0.7927,175.0
0.8567,0.6488,0.8141,0.4779,0.772,0.8071,0.7189,0.9538,0.901,1518.0
0.3337,0.6737,0.4241,0.7864,0.4585,0.0786,0.7966,0.5043,0.5425,453.0
0.8586,0.5142,0.6062,0.8434,0.8516,0.766,0.3649,0.9166,0.9484,409.0
0.795,0.2044,0.3432,0.9809,0.0834,0.0872,0.0522,0.0958,0.5817,228.0
0.9596,0.6211,0.3448,0.8962,0.6686,0.9812,0.9643,0.9898,0.9866,269.0
0.5215,0.7074,0.0331,0.9198,0.8392,0.1261,0.114,0.2582,0.6383,463.0
0.8141,0.7351,0.4935,0.9828,0.6749,0.7389,0.1646,0.7762,0.9494,154.0
0.8424,0.1735,0.426,0.767,0.8243,0.9507,0.2859,0.8631,0.923,448.0
0.7112,0.0,0.1713,0.7619,0.9752,0.7475,0.6759,0.8902,0.8504,154.0
0.9013,0.7068,0.3435,0.9166,0.7068,0.964,0.9293,0.9901,0.9936,430.0
0.6778,0.3766,0.511,0.7924,0.6851,0.5339,0.7771,0.8784,0.5377,452.0
0.7574,0.8182,0.0548,0.9621,0.6632,0.5193,0.908,0.8039,0.7603,150.0
0.6839,0.5734,0.077,0.6832,0.4553,0.1261,0.1477,0.0825,0.3897,312.0
0.5154,0.8252,0.1738,0.971,0.8816,0.4358,0.0567,0.4928,0.8246,684.0
0.9236,0.6925,0.9233,0.057,0.6068,0.9226,0.7918,0.8797,0.9051,3233.0
0.8854,0.6036,0.5925,0.2346,0.4349,0.4877,0.291,0.2627,0.7074,1488.0
0.483,0.71,0.1041,0.2499,0.2662,0.0551,0.0618,0.0057,0.0331,304.0
0.6297,0.688,0.157,0.9274,0.0968,0.2763,0.1344,0.1092,0.5018,206.0
0.6555,0.554,0.3693,0.134,0.4944,0.0372,0.0376,0.021,0.1952,1615.0
0.9048,0.7214,0.5349,0.6753,0.5842,0.8555,0.9054,0.9494,0.8809,523.0
0.2222,0.39,0.4747,0.618,0.5247,0.2038,0.1808,0.2458,0.2525,521.0
0.5091,0.7125,0.255,0.9545,0.3903,0.313,0.1375,0.2658,0.7297,339.0
0.446,0.1347,0.1117,0.5466,0.5874,0.0704,0.3429,0.1344,0.2359,279.0
0.6781,0.8819,0.4387,0.5435,0.8115,0.766,0.0891,0.5597,0.866,800.0
0.8131,0.334,0.4817,0.8669,0.6975,0.5985,0.9653,0.9561,0.8784,194.0
0.7488,0.88,0.5727,0.9325,0.2633,0.2939,0.1324,0.3276,0.5864,346.0
0.4381,0.7252,0.2738,0.5387,0.4193,0.2763,0.5852,0.2837,0.4976,272.0
0.9535,0.0,0.0758,0.8835,0.8176,0.992,0.6062,0.9004,0.9331,147.0
0.9475,0.461,0.8319,0.3671,0.5635,0.8946,0.7956,0.921,0.93,3566.0
0.9478,0.8319,0.666,0.1184,0.653,0.2939,0.1433,0.2009,0.6208,1156.0
0.7116,0.5457,0.3171,0.9869,0.6339,0.8322,0.0175,0.639,0.8962,67.0
0.8545,0.2767,0.0678,0.9542,0.7418,0.8848,0.6609,0.8828,0.8838,265.0
0.7927,0.1589,0.205,0.9335,0.7599,0.7835,0.219,0.703,0.8122,194.0
0.8112,0.4511,0.5616,0.3779,0.6676,0.8424,0.5065,0.731,0.8997,1299.0
0.5266,0.5177,0.2267,0.8309,0.7205,0.6425,0.6304,0.7743,0.8112,545.0
0.9748,0.9841,0.198,0.9554,0.205,0.992,0.9943,0.8921,0.9812,110.0
0.9341,0.6084,0.5813,0.7026,0.738,0.9519,0.8691,0.9879,0.9857,596.0
0.9335,0.4893,0.3174,0.9698,0.6463,0.7389,0.0271,0.589,0.7889,130.0
0.8211,0.7625,0.0614,0.9834,0.8045,0.8322,0.9895,0.9653,0.9207,409.0
0.8284,0.1907,0.0344,0.9914,0.9144,0.8555,0.6918,0.9316,0.9274,176.0
0.8873,0.9478,0.0513,0.9656,0.7412,0.8274,0.9873,0.9519,0.8876,245.0
0.951,0.0672,0.2744,0.66,0.5415,0.9519,0.7259,0.8281,0.9421,167.0
0.8306,0.5616,0.3607,0.6905,0.7431,0.7049,0.4928,0.7491,0.8984,751.0
0.8411,0.4906,0.5189,0.8618,0.3161,0.9462,0.7994,0.9185,0.8905,649.0
0.8004,0.8507,0.4651,0.8497,0.9309,0.9023,0.4104,0.9503,0.9739,515.0
0.1439,0.5091,0.5218,0.5304,0.1417,0.2939,0.8937,0.4202,0.4196,216.0
0.7316,0.5495,0.0554,0.9621,0.2649,0.234,0.8838,0.4273,0.6578,122.0
0.8278,0.6393,0.7475,0.3629,0.5259,0.8991,0.5836,0.8115,0.9054,1186.0
0.8523,0.7743,0.3594,0.8669,0.9054,0.788,0.801,0.9726,0.9984,171.0
0.8526,0.0506,0.092,0.9828,0.0513,0.8376,0.164,0.2964,0.7246,199.0
0.1875,0.475,0.5985,0.489,0.0751,0.2939,0.5591,0.2512,0.3709,369.0
0.7227,0.4247,0.3521,0.7246,0.7373,0.9341,0.5441,0.8762,0.9061,570.0
0.3155,0.2783,0.411,0.6243,0.7959,0.3626,0.5107,0.5909,0.6396,1373.0
0.6237,0.3983,0.2018,0.3403,0.4922,0.2038,0.1188,0.0599,0.326,1357.0
0.7638,0.7023,0.5632,0.7829,0.6492,0.9252,0.8733,0.9828,0.9583,705.0
0.9421,0.4862,0.6651,0.9484,0.3139,0.9819,0.3824,0.8758,0.9446,137.0
0.9163,0.4202,0.1974,0.9386,0.7749,0.8609,0.9099,0.9678,0.9465,362.0
0.6874,0.689,0.2948,0.9573,0.4422,0.8771,0.8851,0.9223,0.9188,624.0
0.844,0.333,0.0376,0.9892,0.5174,0.8609,0.9981,0.9074,0.8262,94.0
0.2703,0.5654,0.3499,0.7106,0.3569,0.1519,0.3473,0.2171,0.3817,423.0
0.8052,0.9688,0.8099,0.5807,0.9491,0.5645,0.2289,0.8198,0.894,1273.0
0.8208,0.5158,0.049,0.9637,0.524,0.4358,0.9876,0.7342,0.8169,145.0
0.8774,0.6956,0.0876,0.8074,0.2429,0.9653,0.1792,0.3661,0.872,208.0
0.836,0.298,0.035,0.9647,0.6877,0.774,0.2174,0.5756,0.8061,190.0
0.7294,0.4524,0.3642,0.9869,0.1968,0.6807,0.0885,0.3859,0.7784,383.0
0.9678,0.7819,0.8418,0.0108,0.9624,0.263,0.4155,0.4798,0.5594,2580.0
0.9844,0.9255,0.9936,0.0032,0.9834,0.8991,0.7453,0.9589,0.461,9229.0
0.9691,0.8666,0.8892,0.0064,0.9758,0.263,0.2031,0.3973,0.2923,744.0
0.9666,0.8494,0.9799,0.0146,0.9914,0.3814,0.4174,0.6371,0.3836,1595.0
0.4744,0.6692,0.8173,0.1751,0.3381,0.234,0.4527,0.2521,0.1681,3940.0
0.4906,0.3715,0.7682,0.4101,0.6593,0.5033,0.6256,0.737,0.5521,1073.0
0.2209,0.4273,0.5113,0.2824,0.4527,0.1261,0.0707,0.0742,0.1706,67.0
0.4951,0.0984,0.2932,0.8309,0.9089,0.4877,0.1484,0.5699,0.6463,162.0
0.6511,0.8625,0.3025,0.5807,0.8819,0.1076,0.0704,0.2245,0.5221,562.0
0.616,0.9217,0.8039,0.2652,0.4021,0.0786,0.4884,0.2611,0.2926,153.0
0.2229,0.0755,0.7179,0.5909,0.7377,0.3298,0.1878,0.5158,0.3225,577.0
0.51,0.7377,0.702,0.2346,0.7463,0.263,0.3391,0.3687,0.354,1187.0
0.3327,0.4311,0.5731,0.6377,0.7956,0.2763,0.1563,0.4464,0.4323,156.0
0.6883,0.866,0.5008,0.3973,0.8848,0.234,0.4021,0.4374,0.7584,2215.0
0.2891,0.6224,0.1942,0.4518,0.6189,0.3473,0.3461,0.2315,0.1888,79.0
0.6931,0.9494,0.5673,0.5164,0.9026,0.3986,0.4581,0.6692,0.7198,269.0
0.3263,0.05,0.5505,0.73,0.1264,0.0621,0.9608,0.4422,0.3789,149.0
0.6536,0.8695,0.3967,0.5575,0.7475,0.1404,0.6173,0.4559,0.6132,313.0
0.3228,0.6189,0.2031,0.1229,0.6186,0.1754,0.0363,0.0293,0.1831,154.0
0.4788,0.823,0.071,0.5387,0.9386,0.0318,0.7892,0.4145,0.4298,114.0
0.4107,0.5909,0.6167,0.4056,0.6839,0.1519,0.1223,0.2378,0.7065,250.0
0.7189,0.9653,0.3349,0.6832,0.9596,0.0497,0.056,0.2779,0.6125,192.0
0.3149,0.5371,0.1305,0.7192,0.7838,0.3473,0.7625,0.6132,0.5791,240.0
0.4365,0.7784,0.1487,0.5642,0.8341,0.0318,0.0191,0.1111,0.2993,238.0
0.7663,0.9809,0.2757,0.6208,0.9605,0.0621,0.0901,0.2477,0.6202,230.0
0.3254,0.1662,0.7864,0.3973,0.5992,0.1624,0.227,0.3171,0.2649,1775.0
0.3734,0.4056,0.9532,0.5091,0.2872,0.3814,0.9131,0.772,0.3171,300.0
0.2321,0.1525,0.1802,0.6734,0.611,0.4358,0.6437,0.504,0.3461,141.0
0.7252,0.9663,0.1894,0.8691,0.9045,0.0156,0.1245,0.2862,0.5247,54.0
0.3779,0.4069,0.9917,0.2572,0.9831,0.1261,0.4266,0.6374,0.4667,156.0
0.7708,0.9685,0.3897,0.4976,0.8927,0.1624,0.035,0.2372,0.632,235.0
0.4295,0.2155,0.7135,0.3973,0.5409,0.3986,0.6301,0.5762,0.4082,543.0
0.7186,0.9567,0.1401,0.7708,0.9456,0.3626,0.3047,0.4951,0.9156,157.0
0.5842,0.8029,0.489,0.5934,0.9351,0.1076,0.0662,0.3251,0.6199,313.0
0.7791,0.9351,0.1933,0.7599,0.8023,0.3473,0.1738,0.3623,0.7733,91.0
0.29,0.1035,0.6613,0.5202,0.7116,0.6587,0.5438,0.7972,0.6479,265.0
0.5613,0.8704,0.6183,0.3719,0.6485,0.0134,0.0,0.1309,0.2245,63.0
0.5606,0.851,0.5068,0.3518,0.767,0.2038,0.3779,0.3327,0.5126,975.0
0.0121,0.0,0.3505,0.4865,0.4893,0.0497,0.4706,0.1888,0.0809,109.0
0.5899,0.8443,0.4623,0.4578,0.7326,0.2496,0.3493,0.3524,0.8313,123.0
0.2849,0.2365,0.7084,0.1869,0.1573,0.6154,0.5486,0.3372,0.2776,895.0
0.7975,0.1805,0.7931,0.6622,0.7921,0.9475,0.765,0.9943,0.9959,140.0
0.4193,0.1977,0.5966,0.6068,0.6912,0.6587,0.928,0.929,0.4938,214.0
0.6476,0.8797,0.6476,0.2114,0.6692,0.2763,0.063,0.199,0.4339,586.0
0.6266,0.4088,0.4059,0.4518,0.7154,0.5339,0.9911,0.7991,0.334,77.0
0.3954,0.6227,0.6046,0.1461,0.3604,0.5193,0.2681,0.2139,0.3219,487.0
0.2264,0.531,0.5642,0.1751,0.2404,0.4537,0.3594,0.1732,0.1665,220.0
0.6202,0.9284,0.5498,0.5807,0.646,0.5801,0.3381,0.5874,0.681,173.0
0.7096,0.7393,0.9838,0.1566,0.8179,0.9411,0.8978,0.9841,0.4741,1764.0
0.1366,0.1197,0.6301,0.219,0.1254,0.4877,0.8255,0.3703,0.2986,483.0
